,irrigation_scheduling_method,location,latitude,longitude,altitude,soil_type,farm_size,experiment_date,plant_type,number_of_plants,fruit_quality,plant_yield,plant_height,water_productivity,doi_url,processed_at,relevance_score,valid
142,Regulated Deficit Irrigation (RDI),"Lima, Peru",12° 05′W,76° 55′S,,,,2010,Potato,,,Saved water consumption by 32-54% over full irrigation with early deficit application without yield penalty,,,https://doi.org/10.1016/J.AGWAT.2009.06.004,2025-09-12 04:16:59,9.0,True
143,Regulated Deficit Irrigation (RDI),"Yangling, China",34° 18′N,108° 24′E,,,,2008,Maize,,,Saved water by 11-32%,,Increased canopy WUE by 10-42%,https://doi.org/10.1016/J.AGWAT.2009.06.004,2025-09-12 04:16:59,9.0,True
144,Regulated Deficit Irrigation (RDI),"Shiraz, Iran",29° 36′N,52° 32′E,,,,2012,Potato,,,"Saved water by 28%, but decreased water productivity by 35% due to decreased yield",,,https://doi.org/10.1016/J.AGWAT.2009.06.004,2025-09-12 04:16:59,9.0,True
145,Regulated Deficit Irrigation (RDI),"Tarsus, Turkey",37° 01′N,35° 01′E,,,,2006-2007,Sunflower,,,"Saved water by 36%, increased irrigation water use efficiency by 33% but decreased seed yield",,,https://doi.org/10.1016/J.AGWAT.2009.06.004,2025-09-12 04:16:59,9.0,True
146,Regulated Deficit Irrigation (RDI),"Portici, Italy",40° 31′N,14° 58′E,,,,2 years,Tomato,,,Decreased fruit yield by 52% due to lowered fresh weight,,,https://doi.org/10.1016/J.AGWAT.2009.06.004,2025-09-12 04:16:59,9.0,True
147,Well-irrigated (CK) treatment,"Shangzhuang Experimental Station, China Agricultural University, Beijing, China",40.1333,116.1667,,calcareous fluro-aquic soil,,2014-2016,maize (Zhengdan 958),7.5 plants m²,,,,,https://doi.org/10.1016/j.agwat.2015.12.023,2025-09-12 04:18:38,8.0,True
148,Water deficit during the 6-8 leaf stage (V 6-8),"Shangzhuang Experimental Station, China Agricultural University, Beijing, China",40.1333,116.1667,,calcareous fluro-aquic soil,,2014-2016,maize (Zhengdan 958),7.5 plants m²,,8.9% reduction,,,https://doi.org/10.1016/j.agwat.2015.12.023,2025-09-12 04:18:38,8.0,True
149,Water deficit during the 9-12 leaf stage (V 9-12),"Shangzhuang Experimental Station, China Agricultural University, Beijing, China",40.1333,116.1667,,calcareous fluro-aquic soil,,2014-2016,maize (Zhengdan 958),7.5 plants m²,,23.8% reduction,,,https://doi.org/10.1016/j.agwat.2015.12.023,2025-09-12 04:18:38,8.0,True
150,Water deficit from the 13-leaf stage to tasseling stage (V 13-T),"Shangzhuang Experimental Station, China Agricultural University, Beijing, China",40.1333,116.1667,,calcareous fluro-aquic soil,,2014-2016,maize (Zhengdan 958),7.5 plants m²,,26.7% reduction,,,https://doi.org/10.1016/j.agwat.2015.12.023,2025-09-12 04:18:38,8.0,True
151,Water deficit from the silking stage to blister stage (R 1-2),"Shangzhuang Experimental Station, China Agricultural University, Beijing, China",40.1333,116.1667,,calcareous fluro-aquic soil,,2014-2016,maize (Zhengdan 958),7.5 plants m²,,33.7% reduction,,,https://doi.org/10.1016/j.agwat.2015.12.023,2025-09-12 04:18:38,8.0,True
162,60% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2016,Haricot bean (Phaseolus vulgaris),50,,18.41 qt/ha,72 cm,4.32 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 04:23:00,9.0,True
163,80% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2016,Haricot bean (Phaseolus vulgaris),50,,25.03 qt/ha,77.7 cm,6.69 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 04:23:00,9.0,True
164,100% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2016,Haricot bean (Phaseolus vulgaris),50,,24.7 qt/ha,70.3 cm,6.72 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 04:23:00,9.0,True
165,120% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2016,Haricot bean (Phaseolus vulgaris),50,,22.36 qt/ha,72.4 cm,5.83 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 04:23:00,9.0,True
166,140% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2016,Haricot bean (Phaseolus vulgaris),50,,18.05 qt/ha,70.8 cm,4.75 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 04:23:00,9.0,True
167,60% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2017,Haricot bean (Phaseolus vulgaris),50,,19.63 qt/ha,75.7 cm,4.41 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 04:23:00,9.0,True
168,80% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2017,Haricot bean (Phaseolus vulgaris),50,,26.07 qt/ha,84.2 cm,5.78 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 04:23:00,9.0,True
169,100% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2017,Haricot bean (Phaseolus vulgaris),50,,25.7 qt/ha,86.7 cm,5.74 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 04:23:00,9.0,True
170,120% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2017,Haricot bean (Phaseolus vulgaris),50,,22.27 qt/ha,91.1 cm,5.21 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 04:23:00,9.0,True
171,140% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2017,Haricot bean (Phaseolus vulgaris),50,,18.6 qt/ha,84.9 cm,4.18 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 04:23:00,9.0,True
172,60% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2018,Haricot bean (Phaseolus vulgaris),50,,16.4 qt/ha,55.14 cm,3.94 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 04:23:00,9.0,True
173,80% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2018,Haricot bean (Phaseolus vulgaris),50,,23.46 qt/ha,66.02 cm,5.73 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 04:23:00,9.0,True
174,100% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2018,Haricot bean (Phaseolus vulgaris),50,,23.14 qt/ha,47.93 cm,5.84 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 04:23:00,9.0,True
175,120% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2018,Haricot bean (Phaseolus vulgaris),50,,21.35 qt/ha,51.08 cm,5.35 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 04:23:00,9.0,True
176,140% Manageable Allowed Depletion (MAD),"Melkassa Agricultural Research Center, Ethiopia",8°24′ N,39°21′ E,,clay loam,,2018,Haricot bean (Phaseolus vulgaris),50,,15.45 qt/ha,46.88 cm,4.04 kg/mm,https://doi.org/10.3390/su151310503,2025-09-12 04:23:00,9.0,True
195,Deficit irrigation,Southwest Kansas,,,,,,2016,Corn,,,Maximized net returns,,Irrigation scheduling based on 50% plant-available soil water threshold (MAD) maximized net returns,http://dx.doi.org/10.13031/2013.17309,2025-09-12 04:29:00,8.0,True
196,,,,,,,,,,,,,,,http://dx.doi.org/10.13031/2013.17309,2025-09-12 04:29:00,8.0,True
209,Subsurface Drip Irrigation (SDI),"Russell Ranch Sustainable Agriculture Facility, University of California, Davis",,,,,0.4 ha,"April 21, 2015",Processing Tomato (Solanum lycopersicum L.),,"Vitamin C: 6084.00 ± 46.66 ppm, β-carotene: 53.82 ± 4.35 ppm, Total phenols: 6.18 ± 0.16 mg GAE -g −1",,,IWP higher in SSD compared to furrow irrigation,http://dx.doi.org/10.1016/j.agwat.2017.01.008,2025-09-12 04:31:56,8.0,True
210,Double Drip Irrigation (DDI),"Russell Ranch Sustainable Agriculture Facility, University of California, Davis",,,,,0.4 ha,"April 21, 2015",Processing Tomato (Solanum lycopersicum L.),,"Vitamin C: 6267.50 ± 213.86 ppm, β-carotene: 64.69 ± 4.35 ppm, Total phenols: 6.24 ± 0.16 mg GAE -g −1",,,IWP higher in SSD compared to furrow irrigation,http://dx.doi.org/10.1016/j.agwat.2017.01.008,2025-09-12 04:31:56,8.0,True
211,Furrow Irrigation (FI),"Russell Ranch Sustainable Agriculture Facility, University of California, Davis",,,,,0.4 ha,"April 21, 2015",Processing Tomato (Solanum lycopersicum L.),,"Vitamin C: 6549.67 ± 522.04 ppm, β-carotene: 61.97 ± 4.62 ppm, Total phenols: 6.06 ± 0.18 mg GAE -g −1",,,IWP lower in FI compared to SSD,http://dx.doi.org/10.1016/j.agwat.2017.01.008,2025-09-12 04:31:56,8.0,True
212,Subsurface Drip Irrigation (SDI),"Russell Ranch Sustainable Agriculture Facility, University of California, Davis",,,,,0.4 ha,"April 27, 2016",Processing Tomato (Solanum lycopersicum L.),,"Vitamin C: 6084.00 ± 46.66 ppm, β-carotene: 53.82 ± 4.35 ppm, Total phenols: 6.18 ± 0.16 mg GAE -g −1",,,IWP higher in SSD compared to furrow irrigation,http://dx.doi.org/10.1016/j.agwat.2017.01.008,2025-09-12 04:31:56,8.0,True
213,Double Drip Irrigation (DDI),"Russell Ranch Sustainable Agriculture Facility, University of California, Davis",,,,,0.4 ha,"April 27, 2016",Processing Tomato (Solanum lycopersicum L.),,"Vitamin C: 6267.50 ± 213.86 ppm, β-carotene: 64.69 ± 4.35 ppm, Total phenols: 6.24 ± 0.16 mg GAE -g −1",,,IWP higher in SSD compared to furrow irrigation,http://dx.doi.org/10.1016/j.agwat.2017.01.008,2025-09-12 04:31:56,8.0,True
214,Furrow Irrigation (FI),"Russell Ranch Sustainable Agriculture Facility, University of California, Davis",,,,,0.4 ha,"April 27, 2016",Processing Tomato (Solanum lycopersicum L.),,"Vitamin C: 6549.67 ± 522.04 ppm, β-carotene: 61.97 ± 4.62 ppm, Total phenols: 6.06 ± 0.18 mg GAE -g −1",,,IWP lower in FI compared to SSD,http://dx.doi.org/10.1016/j.agwat.2017.01.008,2025-09-12 04:31:56,8.0,True
394,Full irrigation (control),"Piracicaba, SP, Brazil",-22.7284,-47.6492,,Franco Arenoso,,06 November 2012,Glycine Max (L.) Merrill.,,,3384.3 kg ha-1,110.3 cm,,https://doi.org/10.18011/bioeng2016v10n3p305-315,2025-09-12 04:53:56,9.0,True
395,Deficit irrigation 30% (S1),"Piracicaba, SP, Brazil",-22.7284,-47.6492,,Franco Arenoso,,06 November 2012,Glycine Max (L.) Merrill.,,,2626.0 kg ha-1,87.1 cm,,https://doi.org/10.18011/bioeng2016v10n3p305-315,2025-09-12 04:53:56,9.0,True
396,Deficit irrigation 30% (S2),"Piracicaba, SP, Brazil",-22.7284,-47.6492,,Franco Arenoso,,06 November 2012,Glycine Max (L.) Merrill.,,,3042.8 kg ha-1,99.5 cm,,https://doi.org/10.18011/bioeng2016v10n3p305-315,2025-09-12 04:53:56,9.0,True
397,Deficit irrigation 30% (S3),"Piracicaba, SP, Brazil",-22.7284,-47.6492,,Franco Arenoso,,06 November 2012,Glycine Max (L.) Merrill.,,,2736.5 kg ha-1,103.4 cm,,https://doi.org/10.18011/bioeng2016v10n3p305-315,2025-09-12 04:53:56,9.0,True
398,Deficit irrigation 30% (S4),"Piracicaba, SP, Brazil",-22.7284,-47.6492,,Franco Arenoso,,06 November 2012,Glycine Max (L.) Merrill.,,,3087.4 kg ha-1,101.4 cm,,https://doi.org/10.18011/bioeng2016v10n3p305-315,2025-09-12 04:53:56,9.0,True
399,Deficit irrigation 30% (Total Cycle),"Piracicaba, SP, Brazil",-22.7284,-47.6492,,Franco Arenoso,,06 November 2012,Glycine Max (L.) Merrill.,,,1956.8 kg ha-1,86.9 cm,,https://doi.org/10.18011/bioeng2016v10n3p305-315,2025-09-12 04:53:56,9.0,True
400,Deficit irrigation 50% (S1),"Piracicaba, SP, Brazil",-22.7284,-47.6492,,Franco Arenoso,,06 November 2012,Glycine Max (L.) Merrill.,,,2388.0 kg ha-1,99.6 cm,,https://doi.org/10.18011/bioeng2016v10n3p305-315,2025-09-12 04:53:56,9.0,True
401,Deficit irrigation 50% (S2),"Piracicaba, SP, Brazil",-22.7284,-47.6492,,Franco Arenoso,,06 November 2012,Glycine Max (L.) Merrill.,,,2271.3 kg ha-1,87.6 cm,,https://doi.org/10.18011/bioeng2016v10n3p305-315,2025-09-12 04:53:56,9.0,True
402,Deficit irrigation 50% (S3),"Piracicaba, SP, Brazil",-22.7284,-47.6492,,Franco Arenoso,,06 November 2012,Glycine Max (L.) Merrill.,,,2228.0 kg ha-1,107.6 cm,,https://doi.org/10.18011/bioeng2016v10n3p305-315,2025-09-12 04:53:56,9.0,True
403,Deficit irrigation 50% (S4),"Piracicaba, SP, Brazil",-22.7284,-47.6492,,Franco Arenoso,,06 November 2012,Glycine Max (L.) Merrill.,,,2968.7 kg ha-1,107.1 cm,,https://doi.org/10.18011/bioeng2016v10n3p305-315,2025-09-12 04:53:56,9.0,True
404,Deficit irrigation 50% (Total Cycle),"Piracicaba, SP, Brazil",-22.7284,-47.6492,,Franco Arenoso,,06 November 2012,Glycine Max (L.) Merrill.,,,1224.8 kg ha-1,71.4 cm,,https://doi.org/10.18011/bioeng2016v10n3p305-315,2025-09-12 04:53:56,9.0,True
405,Excess irrigation (150% of ETc),"Piracicaba, SP, Brazil",-22.7284,-47.6492,,Franco Arenoso,,06 November 2012,Glycine Max (L.) Merrill.,,,4037.2 kg ha-1,,,https://doi.org/10.18011/bioeng2016v10n3p305-315,2025-09-12 04:53:56,9.0,True
406,Control (water received according to culture demands),New Zealand,,,,,,1998,Kiwifruit,,,Significant loss in fruit weight,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
407,Water stress in early summer,New Zealand,,,,,,1998,Kiwifruit,,,Significant loss in fruit weight,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
408,Water stress in late summer,New Zealand,,,,,,1998,Kiwifruit,,,Significant loss in fruit weight,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
409,,,,,,,,2010,Strawberry,,Lower redness (higher hº value),Equivalent or smaller berry size than control plants,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
410,Early deficit irrigation (EDI),,,,,,,2001,Apple,,Higher contents of TSS and firmness,"Lower fruit weight, total yield and fresh-market yield at harvest than control",,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
411,Late deficit irrigation (LDI),,,,,,,2001,Apple,,Higher contents of TSS and firmness,"Lower fruit weight, total yield and fresh-market yield at harvest than control",,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
412,Whole-season deficit irrigation (WDI),,,,,,,2001,Apple,,Higher contents of TSS and firmness,"Lower fruit weight, total yield and fresh-market yield at harvest than control",,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
413,100% Evapotranspiration (ETc),,,,,,,2009,Pear,,Higher contents of total soluble solids,"Lower weight, total yield and fresh-market yield at harvest than control",,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
414,20% ETc,,,,,,,2009,Pear,,Higher contents of total soluble solids,"Lower weight, total yield and fresh-market yield at harvest than control",,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
415,100% ETc,,,,,,,2007,Apricot,,,,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
416,Regulated deficit irrigation (RDI),,,,,,,2007,Apricot,,"Higher values of total soluble solids (TSS), titratable acidity (TA) and hº value (skin colour)",,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
417,50% water regime,,,,,,,2007,Apricot,,"Higher values of total soluble solids (TSS), titratable acidity (TA) and hº value (skin colour)",,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
418,RDI-SII,,,,,,,2003,Peach,,Higher concentration of soluble solids and accentuated red colour,,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
419,RDI-SII-PH,,,,,,,2003,Peach,,Higher concentration of soluble solids and accentuated red colour,,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
420,RDI,,,,,,,2010,Plum,,Higher values of TSS,Minimal effect on crop yield and fruit growth,,30% of water savings,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
421,Control (100% ETc),"Andalusia, Spain",,,,,,2005-2007,Orange,,Increased TSS and TA,No significant yield loss,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
422,Low deficit irrigation (75% ETc),"Andalusia, Spain",,,,,,2005-2007,Orange,,Increased TSS and TA,No significant yield loss,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
423,Moderate deficit irrigation (65% ETc),"Andalusia, Spain",,,,,,2005-2007,Orange,,Increased TSS and TA,No significant yield loss,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
424,Severe deficit irrigation (50% ETc),"Andalusia, Spain",,,,,,2005-2007,Orange,,Increased TSS and TA,No significant yield loss,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
425,Control (both sides of the root zone irrigated),Northwest China,,,,,,2008,Grape,,Higher concentrations of ascorbic acid and total soluble solids,No significant yield losses,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
426,Alternate drip irrigation (one side at a time),Northwest China,,,,,,2008,Grape,,Higher concentrations of ascorbic acid and total soluble solids,No significant yield losses,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
427,Fix drip irrigation (only one side),Northwest China,,,,,,2008,Grape,,Higher concentrations of ascorbic acid and total soluble solids,No significant yield losses,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
428,1.0 ETc,,,,,,,2008,Mini-watermelon,,,Highest fruit yields,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
429,0.75 ETc,,,,,,,2008,Mini-watermelon,,,Highest fruit yields,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
430,0.5 ETc,,,,,,,2008,Mini-watermelon,,,Lower yields compared to 1.0 and 0.75 ETc,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
431,Control (100% of field capacity),Bolivian highlands,,,,,,2000,Potato,,,,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
432,Moderate water stress (50% of field capacity),Bolivian highlands,,,,,,2000,Potato,,,,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
433,Control (100% of field capacity),,,,,,,2005,Tomato,,,,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
434,Moderate water stress (50% of field capacity),,,,,,,2005,Tomato,,,,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
435,Control (100% of field capacity),,,,,,,2005,Lettuce,,,,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
436,Water stress,,,,,,,2005,Lettuce,,,,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
437,Control (80% of field capacity),,,,,,,2009,Mustard,,,,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
438,Water stress,,,,,,,2009,Mustard,,,,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
439,Control (0.04 MPa),,,,,,,2008,Broccoli,,,,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
440,Low soil water content (0.40 MPa),,,,,,,2008,Broccoli,,,,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
441,Well-watered (100% of plant evaporation),,,,,,,2002,Eggplant,,,"Highest yield, largest and heaviest fruit",,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
442,Water-stressed (90% of plant evaporation),,,,,,,2002,Eggplant,,Slightly lighter fruit,,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
443,Water-stressed (80% of plant evaporation),,,,,,,2002,Eggplant,,,Reduced marketable yield by 12%,,20.4% water saving,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
444,Water-stressed (70% of plant evaporation),,,,,,,2002,Eggplant,,,Reduced marketable yield by 28.6%,,,https://doi.org/10.5772/30182,2025-09-12 04:56:24,8.0,True
445,Fertigation with Nitrogen,"Dourados, MS","22° 11' 45"" S","54° 55' 18"" W",446 m,Latossolo Vermelho distroférrico,,22/10/2012,Brassica oleracea var. italica,24,,6899.00 kg ha-1,,,https://doi.org/10.13083/reveng.v27i5.979,2025-09-12 04:57:35,8.0,True
446,Fertigation with Nitrogen,"Dourados, MS","22° 11' 45"" S","54° 55' 18"" W",446 m,Latossolo Vermelho distroférrico,,22/10/2012,Brassica oleracea var. italica,24,,9731.43 kg ha-1,,,https://doi.org/10.13083/reveng.v27i5.979,2025-09-12 04:57:35,8.0,True
447,Fertigation with Nitrogen,"Dourados, MS","22° 11' 45"" S","54° 55' 18"" W",446 m,Latossolo Vermelho distroférrico,,22/10/2012,Brassica oleracea var. italica,24,,,,6.04 mm dia-1,https://doi.org/10.13083/reveng.v27i5.979,2025-09-12 04:57:35,8.0,True
448,Fertigation with Nitrogen,"Dourados, MS","22° 11' 45"" S","54° 55' 18"" W",446 m,Latossolo Vermelho distroférrico,,22/10/2012,Brassica oleracea var. italica,24,,,,393.4 mm,https://doi.org/10.13083/reveng.v27i5.979,2025-09-12 04:57:35,8.0,True
449,Drip irrigation with soil water tension management at 15 kPa,"Federal University of Lavras, Minas Gerais, Brazil",21º 14' S,45º 00' W,918 m,red oxisol,210 m2,May to August 2012,Broccoli (Brassica oleracea L.),6 per block,"Total fresh weight: 0.84 kg, Marketable fresh weight: 0.76 kg, Average diameter: 20.5 cm","Total yield: 26.5 t ha-1, Marketable yield: 23.7 t ha-1",Average head height: 11.7 cm,Maximum efficiency: 97.1 kg ha-1 mm-1,https://doi.org/10.5433/1679-0359.2016v37n1p7,2025-09-12 04:58:40,9.0,True
450,Drip irrigation with soil water tension management at 30 kPa,"Federal University of Lavras, Minas Gerais, Brazil",21º 14' S,45º 00' W,918 m,red oxisol,210 m2,May to August 2012,Broccoli (Brassica oleracea L.),6 per block,"Total fresh weight: NA, Marketable fresh weight: NA, Average diameter: NA","Total yield: NA, Marketable yield: NA",Average head height: NA,,https://doi.org/10.5433/1679-0359.2016v37n1p7,2025-09-12 04:58:40,9.0,True
451,Drip irrigation with soil water tension management at 45 kPa,"Federal University of Lavras, Minas Gerais, Brazil",21º 14' S,45º 00' W,918 m,red oxisol,210 m2,May to August 2012,Broccoli (Brassica oleracea L.),6 per block,"Total fresh weight: NA, Marketable fresh weight: NA, Average diameter: NA","Total yield: NA, Marketable yield: NA",Average head height: NA,,https://doi.org/10.5433/1679-0359.2016v37n1p7,2025-09-12 04:58:40,9.0,True
452,Drip irrigation with soil water tension management at 60 kPa,"Federal University of Lavras, Minas Gerais, Brazil",21º 14' S,45º 00' W,918 m,red oxisol,210 m2,May to August 2012,Broccoli (Brassica oleracea L.),6 per block,"Total fresh weight: NA, Marketable fresh weight: NA, Average diameter: NA","Total yield: NA, Marketable yield: NA",Average head height: NA,Maximum efficiency: 97.1 kg ha-1 mm-1,https://doi.org/10.5433/1679-0359.2016v37n1p7,2025-09-12 04:58:40,9.0,True
